item_id,order_id,product_id,quantity,unit_price,item_discount,item_total,item_return_flag
ITM0019488,ORD004236,PRD0112,1,688.66,1.56,687.1,0
ITM0019489,ORD004236,PRD0034,1,49.88,1.69,48.19,0
ITM0019490,ORD004236,PRD0082,1,660.59,45.5,615.09,0
ITM0019491,ORD004236,PRD0020,1,36.43,1.55,34.88,0
ITM0019492,ORD004236,PRD0023,1,56.7,1.97,54.73,0
ITM0019493,ORD004236,PRD0105,1,40.0,0.45,39.55,0
ITM0019494,ORD004236,PRD0003,1,97.71,3.05,94.66,0
ITM0019495,ORD004237,PRD0018,6,48.83,1.31,291.67,0
ITM0019496,ORD004237,PRD0045,1,34.11,0.18,33.93,0
ITM0019497,ORD004238,PRD0016,1,33.53,2.05,31.48,0
ITM0019498,ORD004238,PRD0006,1,51.79,0.16,51.63,0
ITM0019499,ORD004238,PRD0031,1,164.77,0.99,163.78,0
ITM0019500,ORD004238,PRD0050,4,226.65,61.08,845.52,0
ITM0019501,ORD004238,PRD0054,3,114.9,20.95,323.75,0
ITM0019502,ORD004238,PRD0059,2,428.64,37.52,819.76,0
ITM0019503,ORD004238,PRD0053,1,133.89,2.47,131.42,0
ITM0019504,ORD004238,PRD0020,1,38.86,1.53,37.33,0
ITM0019505,ORD004239,PRD0078,5,268.77,39.05,1304.8,0
ITM0019506,ORD004239,PRD0007,1,50.24,0.54,49.7,0
ITM0019507,ORD004240,PRD0023,5,61.22,20.27,285.83,0
ITM0019508,ORD004240,PRD0046,3,21.81,1.95,63.48,0
ITM0019509,ORD004240,PRD0026,3,114.1,0.87,341.43,0
ITM0019510,ORD004240,PRD0048,4,165.21,29.16,631.68,0
ITM0019511,ORD004240,PRD0029,1,254.66,8.34,246.32,0
ITM0019512,ORD004240,PRD0113,4,614.77,109.88,2349.2,0
ITM0019513,ORD004241,PRD0030,1,55.9,3.54,52.36,0
ITM0019514,ORD004241,PRD0062,1,236.29,9.55,226.74,0
ITM0019515,ORD004241,PRD0100,3,63.67,13.17,177.84,0
ITM0019516,ORD004242,PRD0055,1,116.26,5.63,110.63,0
ITM0019517,ORD004242,PRD0046,1,22.67,0.21,22.46,0
ITM0019518,ORD004242,PRD0086,3,306.19,36.59,881.98,0
ITM0019519,ORD004242,PRD0004,1,219.6,9.41,210.19,0
ITM0019520,ORD004242,PRD0099,3,298.45,5.1,890.25,0
ITM0019521,ORD004242,PRD0057,1,293.87,3.11,290.76,0
ITM0019522,ORD004243,PRD0079,1,104.71,0.24,104.47,0
ITM0019523,ORD004243,PRD0001,3,42.92,1.43,127.33,0
ITM0019524,ORD004243,PRD0096,1,80.03,1.22,78.81,1
ITM0019525,ORD004243,PRD0007,2,50.04,0.5,99.58,0
ITM0019526,ORD004243,PRD0057,4,277.64,11.46,1099.1,0
ITM0019527,ORD004244,PRD0048,1,160.78,2.21,158.57,0
ITM0019528,ORD004244,PRD0010,1,42.3,0.47,41.83,0
ITM0019529,ORD004244,PRD0038,5,140.69,3.77,699.68,0
ITM0019530,ORD004244,PRD0018,2,50.15,0.87,99.43,0
ITM0019531,ORD004244,PRD0042,3,143.88,7.08,424.56,0
ITM0019532,ORD004245,PRD0075,1,149.5,5.74,143.76,0
ITM0019533,ORD004245,PRD0007,2,51.01,7.12,94.9,0
ITM0019534,ORD004245,PRD0049,1,155.82,5.85,149.97,0
ITM0019535,ORD004246,PRD0107,2,114.19,14.99,213.39,0
ITM0019536,ORD004247,PRD0049,1,160.79,1.66,159.13,0
ITM0019537,ORD004247,PRD0015,4,73.57,13.71,280.57,0
ITM0019538,ORD004247,PRD0009,3,69.91,8.74,200.99,0
ITM0019539,ORD004247,PRD0052,3,82.32,7.23,239.73,0
ITM0019540,ORD004247,PRD0032,4,101.76,9.92,397.12,0
ITM0019541,ORD004247,PRD0016,1,34.83,0.98,33.85,0
ITM0019542,ORD004248,PRD0058,3,118.7,19.2,336.9,0
ITM0019543,ORD004248,PRD0012,2,115.15,13.07,217.23,0
ITM0019544,ORD004248,PRD0059,3,417.48,60.75,1191.69,0
ITM0019545,ORD004248,PRD0107,1,122.51,8.2,114.31,0
ITM0019546,ORD004248,PRD0110,2,97.22,7.53,186.91,0
ITM0019547,ORD004249,PRD0100,1,62.33,2.22,60.11,1
ITM0019548,ORD004249,PRD0086,1,303.26,15.78,287.48,1
ITM0019549,ORD004249,PRD0017,4,56.97,9.1,218.78,0
ITM0019550,ORD004249,PRD0013,1,9.81,0.16,9.65,1
ITM0019551,ORD004250,PRD0095,4,196.32,16.72,768.56,0
ITM0019552,ORD004250,PRD0019,2,51.73,2.71,100.75,0
ITM0019553,ORD004250,PRD0044,1,55.34,0.76,54.58,0
ITM0019554,ORD004250,PRD0064,1,186.03,4.53,181.5,0
ITM0019555,ORD004250,PRD0040,2,146.57,3.22,289.92,0
ITM0019556,ORD004250,PRD0041,2,231.46,22.58,440.34,0
ITM0019557,ORD004250,PRD0018,2,49.9,6.96,92.84,0
ITM0019558,ORD004250,PRD0111,1,72.81,4.0,68.81,0
ITM0019559,ORD004250,PRD0052,1,83.95,1.11,82.84,0
ITM0019560,ORD004251,PRD0018,2,49.44,0.71,98.17,0
ITM0019561,ORD004251,PRD0048,1,162.06,10.26,151.8,0
ITM0019562,ORD004251,PRD0021,2,100.03,2.15,197.91,0
ITM0019563,ORD004252,PRD0001,1,41.82,2.83,38.99,0
ITM0019564,ORD004252,PRD0055,1,113.41,4.67,108.74,0
ITM0019565,ORD004252,PRD0033,2,109.73,0.42,219.04,0
ITM0019566,ORD004253,PRD0101,2,29.53,1.56,57.5,1
ITM0019567,ORD004253,PRD0004,4,207.53,4.45,825.67,0
ITM0019568,ORD004253,PRD0099,1,319.17,2.12,317.05,1
ITM0019569,ORD004254,PRD0085,5,219.87,71.25,1028.1,0
ITM0019570,ORD004254,PRD0028,2,95.12,1.31,188.93,0
ITM0019571,ORD004254,PRD0067,3,81.46,11.82,232.56,0
ITM0019572,ORD004254,PRD0048,2,161.5,6.27,316.73,0
ITM0019573,ORD004254,PRD0102,2,68.09,3.44,132.74,0
ITM0019574,ORD004255,PRD0005,1,118.05,1.28,116.77,0
ITM0019575,ORD004255,PRD0087,4,591.94,79.57,2288.19,0
ITM0019576,ORD004255,PRD0014,2,15.27,0.95,29.59,0
ITM0019577,ORD004255,PRD0034,4,52.66,0.25,210.39,0
ITM0019578,ORD004256,PRD0068,2,174.93,1.17,348.69,0
ITM0019579,ORD004256,PRD0052,2,80.66,4.08,157.24,0
ITM0019580,ORD004256,PRD0070,1,521.76,22.81,498.95,0
ITM0019581,ORD004256,PRD0063,1,109.57,0.48,109.09,0
ITM0019582,ORD004256,PRD0080,2,84.97,9.85,160.09,0
ITM0019583,ORD004256,PRD0019,2,54.9,0.93,108.87,0
ITM0019584,ORD004257,PRD0038,5,137.3,16.36,670.14,0
ITM0019585,ORD004257,PRD0012,4,109.73,0.95,437.97,0
ITM0019586,ORD004257,PRD0071,1,334.78,14.64,320.14,0
ITM0019587,ORD004258,PRD0025,1,77.02,0.43,76.59,1
ITM0019588,ORD004258,PRD0066,1,48.31,3.18,45.13,0
ITM0019589,ORD004258,PRD0031,1,166.23,8.34,157.89,0
ITM0019590,ORD004258,PRD0106,2,29.94,1.71,58.17,0
ITM0019591,ORD004258,PRD0028,1,95.85,0.22,95.63,0
ITM0019592,ORD004258,PRD0059,1,420.79,4.11,416.68,0
ITM0019593,ORD004258,PRD0076,1,118.43,3.86,114.57,0
ITM0019594,ORD004259,PRD0102,3,64.86,1.26,193.32,0
ITM0019595,ORD004259,PRD0039,3,207.59,8.29,614.48,0
ITM0019596,ORD004259,PRD0030,1,55.48,1.04,54.44,0
ITM0019597,ORD004259,PRD0038,2,144.53,16.56,272.5,0
ITM0019598,ORD004259,PRD0026,4,107.32,1.28,428.0,0
ITM0019599,ORD004259,PRD0065,6,70.35,15.58,406.52,0
ITM0019600,ORD004259,PRD0105,1,38.96,1.23,37.73,0
ITM0019601,ORD004260,PRD0101,1,28.65,1.29,27.36,0
ITM0019602,ORD004260,PRD0008,1,19.43,0.86,18.57,0
ITM0019603,ORD004260,PRD0046,1,22.7,0.64,22.06,0
ITM0019604,ORD004260,PRD0097,2,293.88,9.82,577.94,0
ITM0019605,ORD004260,PRD0049,2,152.94,16.6,289.28,0
ITM0019606,ORD004261,PRD0002,2,126.26,8.36,244.16,0
ITM0019607,ORD004261,PRD0009,1,69.72,1.63,68.09,1
ITM0019608,ORD004262,PRD0012,4,115.48,2.22,459.7,0
ITM0019609,ORD004262,PRD0079,2,109.91,8.4,211.42,0
ITM0019610,ORD004262,PRD0076,1,126.58,1.61,124.97,0
ITM0019611,ORD004263,PRD0094,2,153.19,19.28,287.1,0
ITM0019612,ORD004263,PRD0009,1,68.06,2.82,65.24,0
ITM0019613,ORD004263,PRD0016,1,34.67,0.2,34.47,0
ITM0019614,ORD004263,PRD0092,5,114.35,7.72,564.03,0
ITM0019615,ORD004263,PRD0073,3,121.3,3.62,360.28,0
ITM0019616,ORD004264,PRD0025,1,71.37,0.51,70.86,0
ITM0019617,ORD004264,PRD0055,1,112.73,7.32,105.41,0
ITM0019618,ORD004264,PRD0063,1,112.23,6.96,105.27,0
ITM0019619,ORD004264,PRD0027,3,470.65,66.0,1345.95,0
ITM0019620,ORD004264,PRD0079,1,106.55,4.61,101.94,0
ITM0019621,ORD004265,PRD0010,2,39.65,6.51,72.79,0
ITM0019622,ORD004265,PRD0082,1,662.18,21.88,640.3,0
ITM0019623,ORD004265,PRD0004,1,227.67,19.01,208.66,0
ITM0019624,ORD004265,PRD0054,2,117.07,15.89,218.25,0
ITM0019625,ORD004265,PRD0098,3,231.08,65.94,627.3,0
ITM0019626,ORD004265,PRD0009,2,70.68,4.57,136.79,0
ITM0019627,ORD004265,PRD0056,3,208.69,4.67,621.4,0
ITM0019628,ORD004265,PRD0016,1,33.78,1.14,32.64,0
ITM0019629,ORD004266,PRD0032,4,104.97,41.02,378.86,0
ITM0019630,ORD004266,PRD0054,1,119.51,1.12,118.39,0
ITM0019631,ORD004266,PRD0063,1,116.75,7.41,109.34,0
ITM0019632,ORD004266,PRD0083,1,219.67,18.21,201.46,0
ITM0019633,ORD004267,PRD0023,1,56.74,5.38,51.36,0
ITM0019634,ORD004267,PRD0013,2,10.76,1.55,19.97,0
ITM0019635,ORD004267,PRD0052,1,82.04,1.11,80.93,0
ITM0019636,ORD004267,PRD0016,1,34.92,0.75,34.17,0
ITM0019637,ORD004267,PRD0073,1,117.92,0.98,116.94,0
ITM0019638,ORD004267,PRD0061,3,351.01,7.98,1045.05,0
ITM0019639,ORD004267,PRD0078,1,270.73,11.28,259.45,0
ITM0019640,ORD004268,PRD0009,1,69.98,4.1,65.88,0
ITM0019641,ORD004268,PRD0008,1,19.87,0.26,19.61,0
ITM0019642,ORD004268,PRD0062,1,220.25,1.18,219.07,0
ITM0019643,ORD004268,PRD0103,1,101.27,2.61,98.66,0
ITM0019644,ORD004268,PRD0059,3,426.83,26.02,1254.47,0
ITM0019645,ORD004269,PRD0064,1,186.32,1.49,184.83,0
ITM0019646,ORD004269,PRD0039,2,221.37,9.17,433.57,0
ITM0019647,ORD004269,PRD0002,1,121.18,0.25,120.93,0
ITM0019648,ORD004269,PRD0003,3,104.37,12.31,300.8,0
ITM0019649,ORD004269,PRD0102,2,64.48,6.96,122.0,0
ITM0019650,ORD004269,PRD0011,1,51.88,3.84,48.04,0
ITM0019651,ORD004270,PRD0040,2,156.06,30.63,281.49,0
ITM0019652,ORD004270,PRD0077,3,176.1,41.58,486.72,0
ITM0019653,ORD004270,PRD0039,3,220.08,35.35,624.89,0
ITM0019654,ORD004270,PRD0033,2,116.57,2.12,231.02,0
ITM0019655,ORD004270,PRD0020,1,36.77,2.84,33.93,0
ITM0019656,ORD004270,PRD0090,1,413.56,6.82,406.74,0
ITM0019657,ORD004271,PRD0016,1,34.71,0.46,34.25,0
ITM0019658,ORD004271,PRD0018,2,51.22,1.76,100.68,0
ITM0019659,ORD004271,PRD0111,1,70.73,0.57,70.16,0
ITM0019660,ORD004272,PRD0112,1,722.3,17.12,705.18,0
ITM0019661,ORD004272,PRD0034,1,53.62,1.02,52.6,0
ITM0019662,ORD004273,PRD0031,3,172.53,34.03,483.56,0
ITM0019663,ORD004274,PRD0019,1,51.03,0.7,50.33,0
ITM0019664,ORD004274,PRD0038,1,135.0,0.07,134.93,0
ITM0019665,ORD004274,PRD0071,1,327.26,16.16,311.1,0
ITM0019666,ORD004275,PRD0004,1,209.97,4.59,205.38,0
ITM0019667,ORD004275,PRD0032,1,100.97,2.83,98.14,0
ITM0019668,ORD004275,PRD0029,5,258.99,63.41,1231.54,0
ITM0019669,ORD004275,PRD0020,1,39.3,1.03,38.27,0
ITM0019670,ORD004275,PRD0065,1,67.01,4.46,62.55,0
ITM0019671,ORD004275,PRD0023,1,58.37,0.07,58.3,0
ITM0019672,ORD004276,PRD0018,2,47.75,3.88,91.62,0
ITM0019673,ORD004276,PRD0022,2,106.81,5.9,207.72,0
ITM0019674,ORD004276,PRD0014,1,14.12,0.15,13.97,0
ITM0019675,ORD004276,PRD0005,1,121.37,7.27,114.1,0
ITM0019676,ORD004276,PRD0061,6,367.01,42.53,2159.53,0
ITM0019677,ORD004277,PRD0067,2,82.84,9.39,156.29,0
ITM0019678,ORD004277,PRD0014,1,14.62,0.97,13.65,0
ITM0019679,ORD004277,PRD0060,1,308.99,0.31,308.68,0
ITM0019680,ORD004277,PRD0111,2,70.86,2.35,139.37,0
ITM0019681,ORD004277,PRD0006,4,53.34,12.06,201.3,0
ITM0019682,ORD004277,PRD0046,1,22.64,1.04,21.6,0
ITM0019683,ORD004277,PRD0074,1,118.6,6.32,112.28,0
ITM0019684,ORD004277,PRD0004,2,223.79,24.66,422.92,0
ITM0019685,ORD004277,PRD0080,2,82.41,10.47,154.35,0
ITM0019686,ORD004278,PRD0012,1,118.33,4.01,114.32,0
ITM0019687,ORD004278,PRD0046,2,21.47,1.33,41.61,0
ITM0019688,ORD004278,PRD0006,1,53.06,0.85,52.21,0
ITM0019689,ORD004278,PRD0049,4,161.55,21.02,625.18,0
ITM0019690,ORD004279,PRD0002,3,118.87,1.16,355.45,0
ITM0019691,ORD004279,PRD0074,3,123.99,0.25,371.72,0
ITM0019692,ORD004279,PRD0045,2,34.8,4.46,65.14,0
ITM0019693,ORD004279,PRD0042,1,141.42,6.39,135.03,0
ITM0019694,ORD004279,PRD0016,1,35.34,2.22,33.12,0
ITM0019695,ORD004279,PRD0030,2,55.15,3.99,106.31,0
ITM0019696,ORD004279,PRD0015,1,74.86,2.86,72.0,0
ITM0019697,ORD004280,PRD0061,6,369.06,140.89,2073.47,0
ITM0019698,ORD004280,PRD0023,2,61.01,1.34,120.68,0
ITM0019699,ORD004280,PRD0065,1,69.55,4.03,65.52,0
ITM0019700,ORD004281,PRD0052,2,76.13,2.64,149.62,0
ITM0019701,ORD004281,PRD0039,2,214.58,4.66,424.5,0
ITM0019702,ORD004281,PRD0067,3,78.82,7.71,228.75,0
ITM0019703,ORD004281,PRD0086,2,320.76,3.62,637.9,0
ITM0019704,ORD004282,PRD0100,1,59.93,2.11,57.82,0
ITM0019705,ORD004282,PRD0086,1,303.67,14.84,288.83,0
ITM0019706,ORD004282,PRD0051,2,119.57,5.46,233.68,0
ITM0019707,ORD004282,PRD0005,1,115.28,2.47,112.81,0
ITM0019708,ORD004283,PRD0055,2,115.3,3.6,227.0,0
ITM0019709,ORD004283,PRD0032,1,102.24,4.17,98.07,0
ITM0019710,ORD004283,PRD0052,2,76.31,0.85,151.77,0
ITM0019711,ORD004283,PRD0064,1,191.35,6.87,184.48,0
ITM0019712,ORD004283,PRD0063,3,111.23,0.26,333.43,0
ITM0019713,ORD004283,PRD0067,5,75.63,5.33,372.82,0
ITM0019714,ORD004284,PRD0014,4,14.3,2.38,54.82,0
ITM0019715,ORD004284,PRD0062,1,233.53,9.57,223.96,0
ITM0019716,ORD004285,PRD0038,1,142.13,2.17,139.96,0
ITM0019717,ORD004285,PRD0076,1,119.31,0.26,119.05,0
ITM0019718,ORD004285,PRD0010,4,39.5,6.9,151.1,0
ITM0019719,ORD004285,PRD0014,1,14.41,0.43,13.98,0
ITM0019720,ORD004286,PRD0017,1,53.64,0.16,53.48,0
ITM0019721,ORD004286,PRD0029,1,254.95,1.35,253.6,0
ITM0019722,ORD004286,PRD0003,1,101.02,1.66,99.36,0
ITM0019723,ORD004287,PRD0003,1,102.04,0.92,101.12,0
ITM0019724,ORD004287,PRD0006,1,51.47,0.52,50.95,0
ITM0019725,ORD004287,PRD0044,2,52.43,0.5,104.36,0
ITM0019726,ORD004287,PRD0095,3,204.06,4.66,607.52,0
ITM0019727,ORD004287,PRD0016,2,34.63,0.46,68.8,0
ITM0019728,ORD004287,PRD0002,1,118.32,1.7,116.62,0
ITM0019729,ORD004287,PRD0055,6,115.53,4.64,688.54,0
ITM0019730,ORD004288,PRD0007,2,48.74,0.49,96.99,0
ITM0019731,ORD004289,PRD0064,1,188.33,3.31,185.02,0
ITM0019732,ORD004289,PRD0109,1,21.65,1.05,20.6,0
ITM0019733,ORD004289,PRD0067,1,82.6,1.34,81.26,0
ITM0019734,ORD004290,PRD0103,5,101.29,48.22,458.23,0
ITM0019735,ORD004290,PRD0021,3,102.33,15.0,291.99,0
ITM0019736,ORD004290,PRD0012,1,118.95,7.69,111.26,0
ITM0019737,ORD004290,PRD0074,2,121.93,20.85,223.01,0
ITM0019738,ORD004290,PRD0041,1,211.98,19.84,192.14,0
ITM0019739,ORD004291,PRD0035,1,27.06,1.76,25.3,0
ITM0019740,ORD004291,PRD0071,1,333.17,33.18,299.99,0
ITM0019741,ORD004291,PRD0037,1,211.07,13.72,197.35,0
ITM0019742,ORD004291,PRD0061,3,372.11,21.27,1095.06,0
ITM0019743,ORD004291,PRD0032,5,105.08,11.9,513.5,0
ITM0019744,ORD004291,PRD0083,4,217.23,79.61,789.31,0
ITM0019745,ORD004292,PRD0003,2,102.9,20.46,185.34,0
ITM0019746,ORD004292,PRD0084,1,223.2,8.19,215.01,0
ITM0019747,ORD004292,PRD0066,1,45.06,2.81,42.25,0
ITM0019748,ORD004292,PRD0020,3,36.26,8.09,100.69,0
ITM0019749,ORD004292,PRD0022,1,109.26,0.6,108.66,0
ITM0019750,ORD004292,PRD0026,1,112.54,11.16,101.38,0
ITM0019751,ORD004293,PRD0062,3,223.71,36.22,634.91,0
ITM0019752,ORD004293,PRD0059,5,411.75,118.55,1940.2,0
ITM0019753,ORD004294,PRD0103,1,100.07,5.5,94.57,0
ITM0019754,ORD004294,PRD0005,1,113.06,1.16,111.9,0
ITM0019755,ORD004294,PRD0046,1,22.48,0.02,22.46,0
ITM0019756,ORD004294,PRD0063,1,118.67,10.25,108.42,0
ITM0019757,ORD004294,PRD0002,5,125.36,8.37,618.43,0
ITM0019758,ORD004294,PRD0021,1,104.3,4.81,99.49,0
ITM0019759,ORD004294,PRD0008,2,20.33,1.92,38.74,0
ITM0019760,ORD004295,PRD0061,1,362.66,20.78,341.88,0
ITM0019761,ORD004295,PRD0068,1,175.44,2.27,173.17,0
ITM0019762,ORD004295,PRD0016,4,35.43,9.26,132.46,0
ITM0019763,ORD004296,PRD0090,1,397.59,37.59,360.0,0
ITM0019764,ORD004296,PRD0020,1,36.95,2.49,34.46,0
ITM0019765,ORD004296,PRD0059,2,395.42,35.92,754.92,0
ITM0019766,ORD004297,PRD0083,2,215.54,25.6,405.48,0
ITM0019767,ORD004297,PRD0093,4,143.08,37.07,535.25,0
ITM0019768,ORD004297,PRD0070,1,517.39,4.68,512.71,0
ITM0019769,ORD004298,PRD0078,2,285.74,47.63,523.85,0
ITM0019770,ORD004298,PRD0074,2,113.99,10.66,217.32,0
ITM0019771,ORD004298,PRD0007,1,51.41,4.47,46.94,0
ITM0019772,ORD004298,PRD0005,1,121.08,5.3,115.78,0
ITM0019773,ORD004298,PRD0073,1,116.02,8.85,107.17,0
ITM0019774,ORD004298,PRD0108,1,111.0,1.68,109.32,0
ITM0019775,ORD004298,PRD0081,3,771.1,81.66,2231.64,0
ITM0019776,ORD004299,PRD0093,5,155.77,53.39,725.46,0
ITM0019777,ORD004299,PRD0058,2,125.42,14.75,236.09,0
ITM0019778,ORD004299,PRD0033,5,116.37,47.51,534.34,1
ITM0019779,ORD004299,PRD0072,1,139.69,3.46,136.23,1
ITM0019780,ORD004300,PRD0108,4,111.65,38.32,408.28,0
ITM0019781,ORD004300,PRD0041,3,225.08,51.02,624.22,0
ITM0019782,ORD004300,PRD0004,1,210.71,20.95,189.76,0
ITM0019783,ORD004300,PRD0104,1,95.79,8.11,87.68,0
ITM0019784,ORD004300,PRD0016,1,34.87,2.07,32.8,0
ITM0019785,ORD004300,PRD0074,1,117.14,5.11,112.03,0
ITM0019786,ORD004300,PRD0100,4,64.66,5.75,252.89,0
ITM0019787,ORD004301,PRD0034,3,50.45,4.35,147.0,0
ITM0019788,ORD004301,PRD0093,2,155.24,10.05,300.43,0
ITM0019789,ORD004301,PRD0037,2,212.04,41.51,382.57,0
ITM0019790,ORD004301,PRD0084,4,225.24,68.06,832.9,0
ITM0019791,ORD004301,PRD0007,1,48.73,2.96,45.77,0
ITM0019792,ORD004301,PRD0069,3,568.27,133.14,1571.67,0
ITM0019793,ORD004301,PRD0072,1,127.64,8.56,119.08,0
ITM0019794,ORD004301,PRD0053,2,136.2,14.78,257.62,0
ITM0019795,ORD004302,PRD0077,6,174.48,25.78,1021.1,0
ITM0019796,ORD004302,PRD0110,1,99.12,1.03,98.09,0
ITM0019797,ORD004302,PRD0049,1,159.72,4.77,154.95,0
ITM0019798,ORD004302,PRD0057,1,297.41,21.08,276.33,0
ITM0019799,ORD004302,PRD0027,4,441.82,126.58,1640.7,0
ITM0019800,ORD004302,PRD0112,3,688.77,20.8,2045.51,0
ITM0019801,ORD004302,PRD0006,5,49.48,18.19,229.21,0
ITM0019802,ORD004303,PRD0040,5,155.91,51.77,727.78,0
ITM0019803,ORD004303,PRD0032,3,100.87,13.27,289.34,0
ITM0019804,ORD004303,PRD0043,1,58.25,5.36,52.89,0
ITM0019805,ORD004303,PRD0105,1,39.1,0.25,38.85,0
ITM0019806,ORD004303,PRD0041,1,232.66,19.36,213.3,0
ITM0019807,ORD004303,PRD0048,2,165.5,13.59,317.41,0
ITM0019808,ORD004304,PRD0034,2,54.03,6.63,101.43,0
ITM0019809,ORD004304,PRD0049,4,159.9,30.18,609.42,0
ITM0019810,ORD004304,PRD0047,1,101.82,9.34,92.48,0
ITM0019811,ORD004304,PRD0026,3,116.48,2.93,346.51,0
ITM0019812,ORD004304,PRD0031,3,171.49,38.72,475.75,0
ITM0019813,ORD004304,PRD0019,2,51.25,4.71,97.79,0
ITM0019814,ORD004305,PRD0037,1,199.22,8.79,190.43,0
ITM0019815,ORD004305,PRD0066,1,47.29,4.41,42.88,0
ITM0019816,ORD004305,PRD0043,2,60.35,4.65,116.05,0
ITM0019817,ORD004305,PRD0075,2,144.85,20.95,268.75,0
ITM0019818,ORD004305,PRD0113,2,582.98,85.48,1080.48,0
ITM0019819,ORD004305,PRD0042,1,143.15,4.06,139.09,0
ITM0019820,ORD004305,PRD0050,2,249.81,33.31,466.31,0
ITM0019821,ORD004305,PRD0017,1,53.98,2.04,51.94,0
ITM0019822,ORD004306,PRD0022,1,109.44,9.33,100.11,0
ITM0019823,ORD004306,PRD0019,3,54.3,2.94,159.96,0
ITM0019824,ORD004306,PRD0042,1,144.8,11.57,133.23,0
ITM0019825,ORD004306,PRD0090,4,385.3,53.08,1488.12,0
ITM0019826,ORD004306,PRD0066,1,47.76,2.69,45.07,0
ITM0019827,ORD004306,PRD0109,2,20.95,0.81,41.09,0
ITM0019828,ORD004306,PRD0104,1,91.67,1.19,90.48,0
ITM0019829,ORD004306,PRD0015,1,70.33,0.37,69.96,0
ITM0019830,ORD004307,PRD0005,2,121.83,12.47,231.19,0
ITM0019831,ORD004307,PRD0044,1,53.46,1.67,51.79,0
ITM0019832,ORD004307,PRD0056,1,214.38,5.65,208.73,0
ITM0019833,ORD004307,PRD0014,2,13.87,2.11,25.63,0
ITM0019834,ORD004308,PRD0009,1,70.93,0.74,70.19,0
ITM0019835,ORD004308,PRD0101,2,29.41,1.67,57.15,0
ITM0019836,ORD004308,PRD0109,2,21.1,0.68,41.52,0
ITM0019837,ORD004308,PRD0026,1,110.81,0.82,109.99,0
ITM0019838,ORD004308,PRD0033,2,113.59,21.07,206.11,0
ITM0019839,ORD004309,PRD0040,2,150.05,17.95,282.15,0
ITM0019840,ORD004309,PRD0054,2,115.41,7.63,223.19,0
ITM0019841,ORD004309,PRD0072,1,132.14,4.05,128.09,0
ITM0019842,ORD004309,PRD0109,1,20.76,0.87,19.89,0
ITM0019843,ORD004309,PRD0010,1,41.65,1.83,39.82,0
ITM0019844,ORD004310,PRD0042,2,145.73,23.35,268.11,0
ITM0019845,ORD004310,PRD0075,3,143.66,28.35,402.63,0
ITM0019846,ORD004310,PRD0107,1,114.52,9.98,104.54,0
ITM0019847,ORD004310,PRD0081,3,767.72,83.52,2219.64,0
ITM0019848,ORD004311,PRD0079,1,105.68,6.7,98.98,0
ITM0019849,ORD004311,PRD0035,4,27.47,6.46,103.42,0
ITM0019850,ORD004311,PRD0083,1,213.95,7.12,206.83,0
ITM0019851,ORD004311,PRD0057,2,291.87,36.09,547.65,0
ITM0019852,ORD004311,PRD0058,1,123.85,9.45,114.4,0
ITM0019853,ORD004311,PRD0080,3,79.75,7.45,231.8,0
ITM0019854,ORD004311,PRD0089,2,1355.24,25.65,2684.83,0
ITM0019855,ORD004311,PRD0036,1,152.12,7.4,144.72,0
ITM0019856,ORD004312,PRD0024,2,138.46,14.84,262.08,0
ITM0019857,ORD004312,PRD0075,1,141.06,12.68,128.38,0
ITM0019858,ORD004312,PRD0019,1,52.64,4.4,48.24,0
ITM0019859,ORD004312,PRD0010,1,41.44,2.8,38.64,0
ITM0019860,ORD004312,PRD0061,1,360.83,9.47,351.36,0
ITM0019861,ORD004312,PRD0104,1,97.04,7.46,89.58,0
ITM0019862,ORD004312,PRD0004,1,219.02,20.13,198.89,0
ITM0019863,ORD004313,PRD0086,5,313.01,6.17,1558.88,0
ITM0019864,ORD004313,PRD0048,5,164.6,37.87,785.13,0
ITM0019865,ORD004313,PRD0098,2,221.66,16.46,426.86,0
ITM0019866,ORD004313,PRD0096,1,81.99,0.42,81.57,0
ITM0019867,ORD004314,PRD0096,2,87.61,5.78,169.44,0
ITM0019868,ORD004314,PRD0013,1,10.08,0.25,9.83,0
ITM0019869,ORD004314,PRD0026,4,115.44,0.56,461.2,0
ITM0019870,ORD004314,PRD0020,2,38.94,1.26,76.62,0
ITM0019871,ORD004315,PRD0061,3,358.81,3.95,1072.48,0
ITM0019872,ORD004315,PRD0009,1,71.36,0.83,70.53,0
ITM0019873,ORD004315,PRD0011,1,53.61,0.13,53.48,0
ITM0019874,ORD004316,PRD0096,2,86.24,2.73,169.75,0
ITM0019875,ORD004316,PRD0009,2,67.27,1.96,132.58,0
ITM0019876,ORD004316,PRD0028,1,96.91,1.12,95.79,0
ITM0019877,ORD004317,PRD0024,3,137.01,19.72,391.31,0
ITM0019878,ORD004317,PRD0001,1,40.36,0.92,39.44,0
ITM0019879,ORD004317,PRD0035,1,26.83,1.02,25.81,0
ITM0019880,ORD004317,PRD0007,1,50.05,1.58,48.47,0
ITM0019881,ORD004317,PRD0057,1,295.06,14.19,280.87,0
ITM0019882,ORD004318,PRD0070,5,508.99,82.77,2462.18,0
ITM0019883,ORD004318,PRD0073,1,122.02,5.95,116.07,0
ITM0019884,ORD004318,PRD0095,1,198.45,9.19,189.26,0
ITM0019885,ORD004319,PRD0046,3,22.61,1.82,66.01,0
