order_id,customer_id,order_date,order_month,order_quarter,delivery_date,channel,city,order_status,payment_method,delivery_slot,promo_code,promo_discount_amt,gross_order_value,net_order_value
ORD003307,CUST00860,2023-02-12,2,1,2023-02-14,App,Bengaluru,Delivered,Credit Card,Morning 6-10 AM,,0.0,1016.96,1016.96
ORD003308,CUST00860,2023-09-29,9,3,2023-10-01,App,Bengaluru,Delivered,Credit Card,Late Night 8-11 PM,,0.0,798.97,798.97
ORD003309,CUST00860,2023-06-27,6,2,2023-06-29,App,Bengaluru,Delivered,Debit Card,Evening 4-8 PM,,0.0,3200.13,3200.13
ORD003310,CUST00860,2023-06-09,6,2,2023-06-11,Web,Bengaluru,Delivered,Credit Card,Evening 4-8 PM,,0.0,1460.51,1460.51
ORD003311,CUST00860,2023-02-07,2,1,2023-02-09,App,Bengaluru,Delivered,COD,Morning 6-10 AM,,0.0,1019.94,1019.94
ORD003312,CUST00862,2023-11-29,11,4,2023-12-02,App,Mumbai,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,292.73,292.73
ORD003313,CUST00862,2023-04-12,4,2,2023-04-14,Web,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1987.5,1987.5
ORD003314,CUST00862,2023-11-29,11,4,2023-11-30,Web,Mumbai,Returned,COD,Evening 4-8 PM,,0.0,1274.03,566.75
ORD003315,CUST00862,2023-01-06,1,1,2023-01-09,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,507.7,507.7
ORD003316,CUST00862,2023-09-19,9,3,2023-09-22,Web,Mumbai,Delivered,Credit Card,Morning 6-10 AM,,0.0,304.16,304.16
ORD003317,CUST00863,2023-04-16,4,2,,App,Delhi,Cancelled,Wallet,Morning 6-10 AM,,0.0,567.34,0.0
ORD003318,CUST00863,2023-01-11,1,1,2023-01-12,App,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,1072.03,1072.03
ORD003319,CUST00863,2023-03-01,3,1,2023-03-03,App,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,148.52,148.52
ORD003320,CUST00863,2023-03-28,3,1,2023-03-30,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,306.72,306.72
ORD003321,CUST00866,2023-06-20,6,2,2023-06-22,Kiosk,Delhi,Delivered,Wallet,Evening 4-8 PM,,0.0,3036.35,3036.35
ORD003322,CUST00866,2023-07-01,7,3,2023-07-04,App,Delhi,Delivered,COD,Afternoon 10-2 PM,,0.0,1643.38,1643.38
ORD003323,CUST00866,2023-10-13,10,4,2023-10-15,App,Delhi,Returned,UPI,Afternoon 10-2 PM,,0.0,989.48,267.91
ORD003324,CUST00866,2023-12-17,12,4,2023-12-18,Web,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,1353.98,1353.98
ORD003325,CUST00866,2023-09-06,9,3,2023-09-08,App,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,634.49,634.49
ORD003326,CUST00866,2023-09-24,9,3,2023-09-27,App,Delhi,Delivered,COD,Evening 4-8 PM,,0.0,366.75,366.75
ORD003327,CUST00866,2023-08-16,8,3,2023-08-17,App,Delhi,Returned,COD,Morning 6-10 AM,FREEDOM23,30.42,254.84,0.0
ORD003328,CUST00866,2023-09-04,9,3,2023-09-07,App,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,2160.3,2160.3
ORD003329,CUST00866,2023-05-30,5,2,2023-06-01,App,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,254.37,254.37
ORD003330,CUST00866,2023-10-14,10,4,,App,Delhi,Cancelled,Debit Card,Morning 6-10 AM,,0.0,2415.25,0.0
ORD003331,CUST00866,2023-02-20,2,1,2023-02-23,Web,Delhi,Delivered,Debit Card,Evening 4-8 PM,,0.0,1464.84,1464.84
ORD003332,CUST00866,2023-12-16,12,4,2023-12-17,App,Delhi,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,1422.79,1422.79
ORD003333,CUST00867,2023-09-07,9,3,2023-09-10,Web,Mumbai,Delivered,COD,Morning 6-10 AM,,0.0,1054.08,1054.08
ORD003334,CUST00869,2023-05-24,5,2,2023-05-25,App,Mumbai,Delivered,COD,Late Night 8-11 PM,,0.0,469.94,469.94
ORD003335,CUST00869,2023-04-14,4,2,2023-04-17,App,Mumbai,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,1845.16,1845.16
ORD003336,CUST00869,2023-02-18,2,1,2023-02-19,App,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,1525.65,1525.65
ORD003337,CUST00869,2023-06-14,6,2,2023-06-17,Web,Mumbai,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,1838.41,1838.41
ORD003338,CUST00869,2023-11-28,11,4,,Kiosk,Mumbai,Cancelled,Debit Card,Late Night 8-11 PM,,0.0,1716.3,0.0
ORD003339,CUST00869,2023-10-17,10,4,2023-10-19,Web,Mumbai,Delivered,Credit Card,Late Night 8-11 PM,,0.0,725.04,725.04
ORD003340,CUST00869,2023-08-01,8,3,2023-08-04,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1510.01,1510.01
ORD003341,CUST00869,2023-01-01,1,1,2023-01-03,Web,Mumbai,Delivered,UPI,Late Night 8-11 PM,NY2023,337.26,2112.99,1775.73
ORD003342,CUST00869,2023-07-11,7,3,2023-07-13,Web,Mumbai,Delivered,Credit Card,Evening 4-8 PM,,0.0,408.33,408.33
ORD003343,CUST00869,2023-01-10,1,1,2023-01-11,Web,Mumbai,Delivered,Wallet,Afternoon 10-2 PM,,0.0,1659.23,1659.23
ORD003344,CUST00869,2023-08-01,8,3,2023-08-02,Web,Mumbai,Delivered,UPI,Late Night 8-11 PM,,0.0,739.51,739.51
ORD003345,CUST00870,2023-02-20,2,1,,App,Mumbai,Cancelled,Credit Card,Evening 4-8 PM,,0.0,2033.24,0.0
ORD003346,CUST00870,2023-06-18,6,2,2023-06-20,Web,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,895.13,895.13
ORD003347,CUST00870,2023-04-22,4,2,2023-04-24,App,Mumbai,Delivered,UPI,Afternoon 10-2 PM,,0.0,104.81,104.81
ORD003348,CUST00870,2023-05-25,5,2,2023-05-27,Web,Mumbai,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,222.95,222.95
ORD003349,CUST00870,2023-03-15,3,1,2023-03-18,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,2572.85,2572.85
ORD003350,CUST00870,2023-10-31,10,4,2023-11-03,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,3149.19,3149.19
ORD003351,CUST00870,2023-04-15,4,2,2023-04-18,Kiosk,Mumbai,Delivered,Debit Card,Evening 4-8 PM,,0.0,310.66,310.66
ORD003352,CUST00870,2023-04-11,4,2,2023-04-12,Web,Mumbai,Delivered,COD,Morning 6-10 AM,,0.0,1157.43,1157.43
ORD003353,CUST00870,2023-06-16,6,2,2023-06-17,Web,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,2134.12,2134.12
ORD003354,CUST00870,2023-09-27,9,3,2023-09-28,Web,Mumbai,Delivered,COD,Late Night 8-11 PM,,0.0,581.14,581.14
ORD003355,CUST00870,2023-02-15,2,1,2023-02-16,App,Mumbai,Delivered,UPI,Afternoon 10-2 PM,,0.0,1867.16,1867.16
ORD003356,CUST00870,2023-03-03,3,1,2023-03-06,Web,Mumbai,Delivered,Credit Card,Late Night 8-11 PM,,0.0,2127.81,2127.81
ORD003357,CUST00870,2023-05-22,5,2,,App,Mumbai,Cancelled,Credit Card,Evening 4-8 PM,,0.0,1932.06,0.0
ORD003358,CUST00870,2023-05-24,5,2,2023-05-27,Web,Mumbai,Delivered,Wallet,Afternoon 10-2 PM,,0.0,963.87,963.87
ORD003359,CUST00870,2023-08-22,8,3,2023-08-24,Web,Mumbai,Delivered,UPI,Afternoon 10-2 PM,,0.0,1005.96,1005.96
ORD003360,CUST00870,2023-05-06,5,2,,Web,Mumbai,Cancelled,UPI,Afternoon 10-2 PM,,0.0,2543.93,0.0
ORD003361,CUST00870,2023-08-27,8,3,2023-08-30,Kiosk,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,951.82,951.82
ORD003362,CUST00870,2023-10-12,10,4,2023-10-14,App,Mumbai,Delivered,Credit Card,Evening 4-8 PM,,0.0,262.69,262.69
ORD003363,CUST00870,2023-08-03,8,3,2023-08-04,App,Mumbai,Delivered,UPI,Late Night 8-11 PM,,0.0,2672.29,2672.29
ORD003364,CUST00870,2023-07-16,7,3,2023-07-18,Web,Mumbai,Delivered,COD,Afternoon 10-2 PM,,0.0,1512.92,1512.92
ORD003365,CUST00870,2023-12-11,12,4,2023-12-13,App,Mumbai,Delivered,COD,Evening 4-8 PM,,0.0,1124.27,1124.27
ORD003366,CUST00871,2023-04-19,4,2,2023-04-20,Web,Hyderabad,Delivered,UPI,Morning 6-10 AM,,0.0,568.45,568.45
ORD003367,CUST00871,2023-11-14,11,4,2023-11-17,App,Hyderabad,Delivered,UPI,Evening 4-8 PM,,0.0,281.09,281.09
ORD003368,CUST00871,2023-04-30,4,2,2023-05-02,App,Hyderabad,Returned,Wallet,Evening 4-8 PM,,0.0,299.6,1.92
ORD003369,CUST00871,2023-01-21,1,1,2023-01-23,App,Hyderabad,Delivered,COD,Afternoon 10-2 PM,,0.0,734.01,734.01
ORD003370,CUST00871,2023-04-29,4,2,2023-04-30,Web,Hyderabad,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,952.74,952.74
ORD003371,CUST00871,2023-11-16,11,4,2023-11-17,App,Hyderabad,Delivered,UPI,Afternoon 10-2 PM,,0.0,2100.8,2100.8
ORD003372,CUST00874,2023-08-20,8,3,2023-08-21,App,Mumbai,Returned,UPI,Afternoon 10-2 PM,,0.0,306.87,12.13
ORD003373,CUST00874,2023-09-19,9,3,2023-09-20,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,661.3,661.3
ORD003374,CUST00874,2023-10-06,10,4,2023-10-08,App,Mumbai,Delivered,Wallet,Evening 4-8 PM,,0.0,1404.19,1404.19
ORD003375,CUST00874,2023-10-25,10,4,2023-10-26,Web,Mumbai,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1676.33,1676.33
ORD003376,CUST00875,2023-07-11,7,3,2023-07-14,App,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,1476.19,1476.19
ORD003377,CUST00875,2023-01-02,1,1,2023-01-04,Kiosk,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,1005.27,1005.27
ORD003378,CUST00875,2023-07-18,7,3,2023-07-20,Kiosk,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,2802.41,2802.41
ORD003379,CUST00875,2023-10-15,10,4,2023-10-16,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,816.53,816.53
ORD003380,CUST00875,2023-10-06,10,4,2023-10-09,App,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,298.42,298.42
ORD003381,CUST00875,2023-09-25,9,3,2023-09-28,Web,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,2954.72,2954.72
ORD003382,CUST00878,2023-02-09,2,1,2023-02-11,Web,Mumbai,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1910.84,1910.84
ORD003383,CUST00878,2023-03-27,3,1,2023-03-30,Web,Mumbai,Delivered,Credit Card,Late Night 8-11 PM,,0.0,427.91,427.91
ORD003384,CUST00878,2023-12-16,12,4,2023-12-18,Web,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,1588.5,1588.5
ORD003385,CUST00878,2023-03-21,3,1,2023-03-23,Web,Mumbai,Delivered,UPI,,,0.0,1650.4,1650.4
ORD003386,CUST00878,2023-03-14,3,1,2023-03-15,App,Mumbai,Delivered,Debit Card,Evening 4-8 PM,,0.0,1921.14,1921.14
ORD003387,CUST00878,2023-09-14,9,3,,Kiosk,Mumbai,Cancelled,Debit Card,Afternoon 10-2 PM,,0.0,1208.45,0.0
ORD003388,CUST00878,2023-04-29,4,2,2023-05-01,App,Mumbai,Returned,Wallet,Morning 6-10 AM,,0.0,1855.62,380.08
ORD003389,CUST00879,2023-10-19,10,4,2023-10-20,App,Delhi,Delivered,Wallet,Morning 6-10 AM,,0.0,2868.19,2868.19
ORD003390,CUST00879,2023-01-13,1,1,2023-01-16,App,Delhi,Delivered,Debit Card,,,0.0,2697.85,2697.85
ORD003391,CUST00879,2023-03-27,3,1,2023-03-28,App,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,3196.81,3196.81
ORD003392,CUST00879,2023-12-02,12,4,2023-12-03,App,Delhi,Delivered,Credit Card,Morning 6-10 AM,,0.0,1013.94,1013.94
ORD003393,CUST00879,2023-03-28,3,1,2023-03-29,Kiosk,Delhi,Delivered,Credit Card,Morning 6-10 AM,,0.0,456.95,456.95
ORD003394,CUST00879,2023-04-07,4,2,2023-04-08,App,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,1021.15,1021.15
ORD003395,CUST00880,2023-06-13,6,2,2023-06-15,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1295.11,1295.11
ORD003396,CUST00880,2023-01-14,1,1,2023-01-16,Web,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1905.62,1905.62
ORD003397,CUST00881,2023-07-09,7,3,2023-07-12,App,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,379.06,379.06
ORD003398,CUST00881,2023-02-20,2,1,2023-02-21,App,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,1029.73,1029.73
ORD003399,CUST00881,2023-09-19,9,3,2023-09-22,App,Bengaluru,Delivered,Credit Card,Evening 4-8 PM,,0.0,2023.34,2023.34
ORD003400,CUST00881,2023-12-04,12,4,2023-12-05,Kiosk,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,1058.54,1058.54
ORD003401,CUST00882,2023-10-10,10,4,2023-10-13,App,Pune,Delivered,COD,Morning 6-10 AM,,0.0,158.91,158.91
ORD003402,CUST00882,2023-01-31,1,1,2023-02-03,Web,Pune,Delivered,UPI,Afternoon 10-2 PM,,0.0,208.65,208.65
ORD003403,CUST00883,2023-09-28,9,3,2023-09-30,App,Mumbai,Returned,Wallet,Morning 6-10 AM,,0.0,2159.87,1746.22
ORD003404,CUST00883,2023-09-05,9,3,2023-09-07,App,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,673.44,673.44
ORD003405,CUST00883,2023-02-08,2,1,2023-02-10,App,Mumbai,Delivered,COD,Morning 6-10 AM,,0.0,1909.08,1909.08
ORD003406,CUST00883,2023-10-23,10,4,2023-10-25,Kiosk,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,2896.03,2896.03
ORD003407,CUST00883,2023-04-14,4,2,,App,Mumbai,Cancelled,COD,Morning 6-10 AM,,0.0,1373.55,0.0
ORD003408,CUST00885,2023-04-10,4,2,2023-04-13,Web,Mumbai,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,70.71,70.71
ORD003409,CUST00887,2023-06-09,6,2,2023-06-10,App,Delhi,Delivered,UPI,Morning 6-10 AM,,0.0,990.31,990.31
ORD003410,CUST00888,2023-12-23,12,4,2023-12-26,App,Mumbai,Delivered,UPI,Afternoon 10-2 PM,,0.0,575.35,575.35
ORD003411,CUST00890,2023-05-13,5,2,2023-05-14,App,Lucknow,Delivered,Credit Card,Morning 6-10 AM,,0.0,299.98,299.98
ORD003412,CUST00890,2023-08-13,8,3,2023-08-14,App,Lucknow,Delivered,UPI,Evening 4-8 PM,FREEDOM23,41.55,322.43,280.88
ORD003413,CUST00891,2023-12-29,12,4,2023-12-30,App,Bengaluru,Delivered,COD,Morning 6-10 AM,,0.0,386.03,386.03
ORD003414,CUST00896,2023-05-24,5,2,2023-05-26,App,Bengaluru,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,790.36,790.36
ORD003415,CUST00896,2023-12-23,12,4,2023-12-26,Kiosk,Bengaluru,Delivered,Credit Card,Morning 6-10 AM,,0.0,1781.38,1781.38
ORD003416,CUST00896,2023-04-15,4,2,2023-04-16,App,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,423.89,423.89
ORD003417,CUST00896,2023-08-18,8,3,2023-08-20,App,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,3788.82,3788.82
ORD003418,CUST00896,2023-05-15,5,2,2023-05-18,Kiosk,Bengaluru,Delivered,UPI,Morning 6-10 AM,,0.0,793.45,793.45
ORD003419,CUST00896,2023-10-10,10,4,2023-10-13,Web,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,242.7,242.7
ORD003420,CUST00896,2023-03-19,3,1,2023-03-21,Web,Bengaluru,Delivered,UPI,Afternoon 10-2 PM,,0.0,1598.35,1598.35
ORD003421,CUST00896,2023-12-25,12,4,2023-12-26,Web,Bengaluru,Delivered,Credit Card,Late Night 8-11 PM,,0.0,1208.04,1208.04
ORD003422,CUST00901,2023-01-18,1,1,2023-01-20,App,Ahmedabad,Returned,UPI,Morning 6-10 AM,,0.0,570.25,129.54
ORD003423,CUST00901,2023-03-01,3,1,2023-03-04,Web,Ahmedabad,Delivered,Wallet,Afternoon 10-2 PM,,0.0,3025.24,3025.24
ORD003424,CUST00902,2023-07-16,7,3,,Web,Jaipur,Cancelled,UPI,Late Night 8-11 PM,,0.0,201.69,0.0
ORD003425,CUST00903,2023-03-21,3,1,2023-03-23,App,Hyderabad,Delivered,Wallet,Evening 4-8 PM,,0.0,629.93,629.93
ORD003426,CUST00905,2023-02-18,2,1,2023-02-20,Web,Pune,Delivered,Wallet,Late Night 8-11 PM,,0.0,877.77,877.77
ORD003427,CUST00905,2023-02-23,2,1,2023-02-24,Web,Pune,Delivered,Debit Card,Morning 6-10 AM,,0.0,545.79,545.79
ORD003428,CUST00905,2023-06-21,6,2,2023-06-22,App,Pune,Delivered,Debit Card,Evening 4-8 PM,,0.0,319.28,319.28
ORD003429,CUST00906,2023-04-19,4,2,2023-04-22,App,Delhi,Delivered,Wallet,Morning 6-10 AM,,0.0,704.9,704.9
ORD003430,CUST00906,2023-12-17,12,4,2023-12-20,App,Delhi,Delivered,UPI,Evening 4-8 PM,,0.0,1939.85,1939.85
ORD003431,CUST00906,2023-06-16,6,2,2023-06-18,App,Delhi,Delivered,Credit Card,Morning 6-10 AM,,0.0,557.37,557.37
ORD003432,CUST00906,2023-07-01,7,3,2023-07-04,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,2103.34,2103.34
ORD003433,CUST00906,2023-11-20,11,4,2023-11-22,Web,Delhi,Delivered,UPI,,BIGSALE23,146.8,2010.03,1863.23
ORD003434,CUST00906,2023-09-21,9,3,2023-09-24,Kiosk,Delhi,Delivered,Credit Card,Morning 6-10 AM,,0.0,1175.22,1175.22
ORD003435,CUST00906,2023-01-01,1,1,2023-01-04,App,Delhi,Delivered,UPI,Evening 4-8 PM,NY2023,183.68,3119.88,2936.2
ORD003436,CUST00906,2023-06-07,6,2,2023-06-10,Web,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,3296.34,3296.34
ORD003437,CUST00906,2023-01-10,1,1,2023-01-13,App,Delhi,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,1823.37,1823.37
ORD003438,CUST00906,2023-06-18,6,2,2023-06-20,App,Delhi,Delivered,Credit Card,Morning 6-10 AM,,0.0,1042.38,1042.38
ORD003439,CUST00906,2023-08-18,8,3,2023-08-20,App,Delhi,Delivered,Credit Card,Morning 6-10 AM,,0.0,1133.27,1133.27
ORD003440,CUST00906,2023-02-21,2,1,2023-02-22,App,Delhi,Delivered,COD,Afternoon 10-2 PM,,0.0,1687.33,1687.33
ORD003441,CUST00906,2023-03-15,3,1,2023-03-18,Kiosk,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,1000.06,1000.06
ORD003442,CUST00906,2023-05-14,5,2,2023-05-15,Web,Delhi,Returned,Debit Card,Morning 6-10 AM,,0.0,1284.52,326.08
ORD003443,CUST00906,2023-09-06,9,3,2023-09-08,App,Delhi,Returned,UPI,Evening 4-8 PM,,0.0,3275.01,697.93
ORD003444,CUST00908,2023-06-04,6,2,,App,Mumbai,Cancelled,Wallet,Evening 4-8 PM,,0.0,2088.41,0.0
ORD003445,CUST00908,2023-12-13,12,4,2023-12-14,App,Mumbai,Returned,UPI,Evening 4-8 PM,,0.0,1429.83,933.32
ORD003446,CUST00908,2023-01-02,1,1,2023-01-03,App,Mumbai,Delivered,Credit Card,Evening 4-8 PM,,0.0,538.25,538.25
ORD003447,CUST00908,2023-11-14,11,4,2023-11-16,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1684.57,1684.57
ORD003448,CUST00908,2023-04-08,4,2,2023-04-11,App,Mumbai,Delivered,UPI,,,0.0,2434.8,2434.8
ORD003449,CUST00908,2023-06-02,6,2,2023-06-04,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,441.73,441.73
ORD003450,CUST00908,2023-11-24,11,4,2023-11-26,App,Mumbai,Delivered,Debit Card,Morning 6-10 AM,,0.0,2744.1,2744.1
ORD003451,CUST00908,2023-01-17,1,1,2023-01-19,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1370.65,1370.65
ORD003452,CUST00908,2023-10-02,10,4,2023-10-05,App,Mumbai,Delivered,UPI,Afternoon 10-2 PM,,0.0,816.52,816.52
ORD003453,CUST00908,2023-09-14,9,3,2023-09-17,App,Mumbai,Delivered,UPI,Evening 4-8 PM,,0.0,814.26,814.26
ORD003454,CUST00908,2023-05-25,5,2,2023-05-26,App,Mumbai,Returned,Credit Card,Afternoon 10-2 PM,,0.0,463.57,160.99
ORD003455,CUST00908,2023-12-19,12,4,2023-12-20,Kiosk,Mumbai,Delivered,COD,Morning 6-10 AM,,0.0,1310.96,1310.96
ORD003456,CUST00908,2023-09-21,9,3,2023-09-22,Kiosk,Mumbai,Delivered,Debit Card,Evening 4-8 PM,,0.0,1393.16,1393.16
ORD003457,CUST00908,2023-11-15,11,4,2023-11-17,Web,Mumbai,Delivered,Credit Card,Evening 4-8 PM,DIWALI23SUPER,46.45,475.67,429.22
ORD003458,CUST00908,2023-05-24,5,2,2023-05-25,Web,Mumbai,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1754.31,1754.31
ORD003459,CUST00908,2023-05-16,5,2,2023-05-18,Web,Mumbai,Delivered,COD,Afternoon 10-2 PM,,0.0,2047.98,2047.98
ORD003460,CUST00908,2023-12-10,12,4,2023-12-12,Web,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1569.19,1569.19
ORD003461,CUST00908,2023-10-30,10,4,2023-11-01,App,Mumbai,Delivered,UPI,Morning 6-10 AM,,0.0,1126.19,1126.19
ORD003462,CUST00909,2023-02-06,2,1,2023-02-09,Web,Pune,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,65.06,65.06
ORD003463,CUST00909,2023-12-26,12,4,2023-12-29,App,Pune,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,726.15,726.15
ORD003464,CUST00909,2023-10-26,10,4,2023-10-27,App,Pune,Delivered,UPI,Evening 4-8 PM,,0.0,669.83,669.83
ORD003465,CUST00909,2023-03-21,3,1,2023-03-22,App,Pune,Delivered,UPI,Morning 6-10 AM,,0.0,545.87,545.87
ORD003466,CUST00909,2023-11-03,11,4,,App,Pune,Cancelled,UPI,Evening 4-8 PM,,0.0,461.52,0.0
ORD003467,CUST00909,2023-03-17,3,1,2023-03-19,App,Pune,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,2449.77,2449.77
ORD003468,CUST00909,2023-01-29,1,1,2023-01-31,App,Pune,Delivered,UPI,Evening 4-8 PM,,0.0,619.84,619.84
ORD003469,CUST00909,2023-04-22,4,2,2023-04-24,App,Pune,Delivered,Debit Card,Evening 4-8 PM,,0.0,1412.08,1412.08
ORD003470,CUST00909,2023-09-02,9,3,2023-09-04,Web,Pune,Delivered,Credit Card,Morning 6-10 AM,,0.0,2331.34,2331.34
ORD003471,CUST00909,2023-04-05,4,2,2023-04-08,Web,Pune,Delivered,COD,Morning 6-10 AM,,0.0,1508.16,1508.16
ORD003472,CUST00909,2023-02-06,2,1,2023-02-07,App,Pune,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1661.75,1661.75
ORD003473,CUST00909,2023-03-10,3,1,2023-03-13,App,Pune,Delivered,UPI,Morning 6-10 AM,,0.0,564.06,564.06
ORD003474,CUST00909,2023-10-26,10,4,2023-10-28,Web,Pune,Delivered,Credit Card,Evening 4-8 PM,,0.0,2211.35,2211.35
ORD003475,CUST00911,2023-09-16,9,3,2023-09-17,App,Delhi,Delivered,COD,Afternoon 10-2 PM,,0.0,676.41,676.41
ORD003476,CUST00911,2023-08-23,8,3,,Kiosk,Delhi,Cancelled,Debit Card,Morning 6-10 AM,,0.0,873.1,0.0
ORD003477,CUST00913,2023-08-06,8,3,2023-08-09,Kiosk,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,1088.71,1088.71
ORD003478,CUST00913,2023-05-17,5,2,,App,Bengaluru,Cancelled,COD,Morning 6-10 AM,,0.0,2227.36,0.0
ORD003479,CUST00913,2023-07-18,7,3,2023-07-21,App,Bengaluru,Delivered,UPI,Evening 4-8 PM,,0.0,2691.97,2691.97
ORD003480,CUST00913,2023-01-14,1,1,2023-01-17,App,Bengaluru,Delivered,Debit Card,Afternoon 10-2 PM,,0.0,579.54,579.54
ORD003481,CUST00913,2023-06-03,6,2,2023-06-04,App,Bengaluru,Delivered,UPI,Late Night 8-11 PM,,0.0,1081.63,1081.63
ORD003482,CUST00913,2023-03-19,3,1,2023-03-20,App,Bengaluru,Delivered,UPI,Late Night 8-11 PM,,0.0,1514.51,1514.51
ORD003483,CUST00913,2023-12-11,12,4,2023-12-14,App,Bengaluru,Delivered,Credit Card,Afternoon 10-2 PM,,0.0,1436.58,1436.58
ORD003484,CUST00913,2023-06-17,6,2,2023-06-18,App,Bengaluru,Delivered,Credit Card,Morning 6-10 AM,,0.0,1291.19,1291.19
ORD003485,CUST00913,2023-06-09,6,2,2023-06-12,Web,Bengaluru,Delivered,COD,Morning 6-10 AM,,0.0,1111.29,1111.29
ORD003486,CUST00913,2023-07-06,7,3,,Web,Bengaluru,Cancelled,UPI,Evening 4-8 PM,,0.0,950.0,0.0
ORD003487,CUST00914,2023-01-12,1,1,2023-01-13,Web,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,784.25,784.25
ORD003488,CUST00914,2023-10-24,10,4,2023-10-26,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,2773.15,2773.15
ORD003489,CUST00914,2023-09-27,9,3,2023-09-28,App,Delhi,Delivered,UPI,Afternoon 10-2 PM,,0.0,235.27,235.27
ORD003490,CUST00914,2023-02-26,2,1,2023-02-27,App,Delhi,Delivered,UPI,Late Night 8-11 PM,,0.0,620.12,620.12
ORD003491,CUST00914,2023-10-03,10,4,2023-10-05,Kiosk,Delhi,Returned,UPI,Evening 4-8 PM,,0.0,2472.66,1608.57
ORD003492,CUST00914,2023-12-03,12,4,2023-12-05,Web,Delhi,Returned,COD,Afternoon 10-2 PM,,0.0,2110.52,530.88
ORD003493,CUST00914,2023-05-13,5,2,2023-05-14,App,Delhi,Returned,UPI,Afternoon 10-2 PM,,0.0,1008.0,455.12
ORD003494,CUST00914,2023-06-11,6,2,2023-06-13,App,Delhi,Delivered,Wallet,Afternoon 10-2 PM,,0.0,2025.84,2025.84
ORD003495,CUST00914,2023-05-26,5,2,2023-05-29,App,Delhi,Delivered,Debit Card,Morning 6-10 AM,,0.0,1656.7,1656.7
